"","bet","odds","datetime","url","bet.subject","time.of.day","numerator.bet","denominator.bet","probability","date","country"
"1127","No","1/4","2019-06-04T04:10:36Z","https://web.archive.org/web/20190604041036/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,1,4,0.8,2019-06-04,"United Kingdom"
"1128","Yes","4/1","2019-06-05T08:23:41Z","http://wayback.archive-it.org/all/20190605082341/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,4,1,0.2,2019-06-05,"United Kingdom"
"1129","No","1/5","2019-06-05T08:23:41Z","http://wayback.archive-it.org/all/20190605082341/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,1,5,0.833333333333333,2019-06-05,"United Kingdom"
"1130","Yes","4/1","2019-06-05T08:23:41Z","https://web.archive.org/web/20190605082341/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,4,1,0.2,2019-06-05,"United Kingdom"
"1131","No","1/5","2019-06-05T08:23:41Z","https://web.archive.org/web/20190605082341/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,1,5,0.833333333333333,2019-06-05,"United Kingdom"
"1132","Yes","9/2","2019-06-06T02:54:42Z","http://wayback.archive-it.org/all/20190606025442/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,9,2,0.181818181818182,2019-06-06,"United Kingdom"
"1133","No","1/5","2019-06-06T02:54:42Z","http://wayback.archive-it.org/all/20190606025442/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,1,5,0.833333333333333,2019-06-06,"United Kingdom"
"1134","Yes","9/2","2019-06-06T02:54:42Z","https://web.archive.org/web/20190606025442/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,9,2,0.181818181818182,2019-06-06,"United Kingdom"
"1135","No","1/5","2019-06-06T02:54:42Z","https://web.archive.org/web/20190606025442/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,1,5,0.833333333333333,2019-06-06,"United Kingdom"
"1136","Yes","9/2","2019-06-07T01:09:37Z","http://wayback.archive-it.org/all/20190607010937/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,9,2,0.181818181818182,2019-06-07,"United Kingdom"
"1137","No","1/6","2019-06-07T01:09:37Z","http://wayback.archive-it.org/all/20190607010937/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,1,6,0.857142857142857,2019-06-07,"United Kingdom"
"1138","Yes","9/2","2019-06-07T01:09:37Z","https://web.archive.org/web/20190607010937/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,9,2,0.181818181818182,2019-06-07,"United Kingdom"
"1139","No","1/6","2019-06-07T01:09:37Z","https://web.archive.org/web/20190607010937/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,1,6,0.857142857142857,2019-06-07,"United Kingdom"
"1140","Yes","9/2","2019-06-07T19:17:15Z","http://wayback.archive-it.org/all/20190607191715/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,9,2,0.181818181818182,2019-06-07,"United Kingdom"
"1141","No","1/6","2019-06-07T19:17:15Z","http://wayback.archive-it.org/all/20190607191715/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,1,6,0.857142857142857,2019-06-07,"United Kingdom"
"1142","Yes","9/2","2019-06-07T19:17:15Z","https://web.archive.org/web/20190607191715/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,9,2,0.181818181818182,2019-06-07,"United Kingdom"
"1143","No","1/6","2019-06-07T19:17:15Z","https://web.archive.org/web/20190607191715/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,1,6,0.857142857142857,2019-06-07,"United Kingdom"
"1144","Yes","9/2","2019-06-08T18:52:57Z","http://wayback.archive-it.org/all/20190608185257/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,9,2,0.181818181818182,2019-06-08,"United Kingdom"
"1145","No","1/6","2019-06-08T18:52:57Z","http://wayback.archive-it.org/all/20190608185257/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,1,6,0.857142857142857,2019-06-08,"United Kingdom"
"1146","Yes","9/2","2019-06-08T18:52:57Z","https://web.archive.org/web/20190608185257/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,9,2,0.181818181818182,2019-06-08,"United Kingdom"
"1147","No","1/6","2019-06-08T18:52:57Z","https://web.archive.org/web/20190608185257/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,1,6,0.857142857142857,2019-06-08,"United Kingdom"
"1148","Yes","9/2","2019-06-09T18:51:51Z","http://wayback.archive-it.org/all/20190609185151/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,9,2,0.181818181818182,2019-06-09,"United Kingdom"
"1149","No","1/6","2019-06-09T18:51:51Z","http://wayback.archive-it.org/all/20190609185151/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,1,6,0.857142857142857,2019-06-09,"United Kingdom"
"1150","Yes","9/2","2019-06-09T18:51:51Z","https://web.archive.org/web/20190609185151/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,9,2,0.181818181818182,2019-06-09,"United Kingdom"
"1151","No","1/6","2019-06-09T18:51:51Z","https://web.archive.org/web/20190609185151/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,1,6,0.857142857142857,2019-06-09,"United Kingdom"
"1152","Yes","9/2","2019-06-10T18:47:40Z","http://wayback.archive-it.org/all/20190610184740/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,9,2,0.181818181818182,2019-06-10,"United Kingdom"
"1153","No","3/19","2019-06-10T18:47:40Z","http://wayback.archive-it.org/all/20190610184740/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,3,19,0.863636363636364,2019-06-10,"United Kingdom"
"1154","Yes","9/2","2019-06-10T18:47:40Z","https://web.archive.org/web/20190610184740/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,9,2,0.181818181818182,2019-06-10,"United Kingdom"
"1155","No","3/19","2019-06-10T18:47:40Z","https://web.archive.org/web/20190610184740/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,3,19,0.863636363636364,2019-06-10,"United Kingdom"
"1156","Yes","9/2","2019-06-11T18:50:53Z","http://wayback.archive-it.org/all/20190611185053/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,9,2,0.181818181818182,2019-06-11,"United Kingdom"
"1157","No","3/19","2019-06-11T18:50:53Z","http://wayback.archive-it.org/all/20190611185053/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,3,19,0.863636363636364,2019-06-11,"United Kingdom"
"1158","Yes","9/2","2019-06-11T18:50:53Z","https://web.archive.org/web/20190611185053/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,9,2,0.181818181818182,2019-06-11,"United Kingdom"
"1159","No","3/19","2019-06-11T18:50:53Z","https://web.archive.org/web/20190611185053/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,3,19,0.863636363636364,2019-06-11,"United Kingdom"
"1160","Yes","9/2","2019-06-13T01:26:21Z","http://wayback.archive-it.org/all/20190613012621/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,9,2,0.181818181818182,2019-06-13,"United Kingdom"
"1161","No","2/13","2019-06-13T01:26:21Z","http://wayback.archive-it.org/all/20190613012621/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,2,13,0.866666666666667,2019-06-13,"United Kingdom"
"1162","Yes","9/2","2019-06-13T01:26:21Z","https://web.archive.org/web/20190613012621/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,9,2,0.181818181818182,2019-06-13,"United Kingdom"
"1163","No","2/13","2019-06-13T01:26:21Z","https://web.archive.org/web/20190613012621/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,2,13,0.866666666666667,2019-06-13,"United Kingdom"
"1164","Yes","11/2","2019-06-13T18:44:35Z","http://wayback.archive-it.org/all/20190613184435/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,11,2,0.153846153846154,2019-06-13,"United Kingdom"
"1165","No","2/13","2019-06-13T18:44:35Z","http://wayback.archive-it.org/all/20190613184435/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,2,13,0.866666666666667,2019-06-13,"United Kingdom"
"1166","Yes","11/2","2019-06-13T18:44:35Z","https://web.archive.org/web/20190613184435/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,11,2,0.153846153846154,2019-06-13,"United Kingdom"
"1167","No","2/13","2019-06-13T18:44:35Z","https://web.archive.org/web/20190613184435/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,2,13,0.866666666666667,2019-06-13,"United Kingdom"
"1168","Yes","6/1","2019-06-14T18:47:04Z","http://wayback.archive-it.org/all/20190614184704/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,6,1,0.142857142857143,2019-06-14,"United Kingdom"
"1169","No","2/13","2019-06-14T18:47:04Z","http://wayback.archive-it.org/all/20190614184704/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,2,13,0.866666666666667,2019-06-14,"United Kingdom"
"1170","Yes","6/1","2019-06-14T18:47:04Z","https://web.archive.org/web/20190614184704/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,6,1,0.142857142857143,2019-06-14,"United Kingdom"
"1171","No","2/13","2019-06-14T18:47:04Z","https://web.archive.org/web/20190614184704/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,2,13,0.866666666666667,2019-06-14,"United Kingdom"
"1172","Yes","6/1","2019-06-15T18:51:48Z","http://wayback.archive-it.org/all/20190615185148/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,6,1,0.142857142857143,2019-06-15,"United Kingdom"
"1173","No","2/13","2019-06-15T18:51:48Z","http://wayback.archive-it.org/all/20190615185148/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,2,13,0.866666666666667,2019-06-15,"United Kingdom"
"1174","Yes","6/1","2019-06-15T18:51:48Z","https://web.archive.org/web/20190615185148/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,6,1,0.142857142857143,2019-06-15,"United Kingdom"
"1175","No","2/13","2019-06-15T18:51:48Z","https://web.archive.org/web/20190615185148/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,2,13,0.866666666666667,2019-06-15,"United Kingdom"
"1176","Yes","6/1","2019-06-17T04:13:31Z","http://wayback.archive-it.org/all/20190617041331/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,6,1,0.142857142857143,2019-06-17,"United Kingdom"
"1177","No","2/13","2019-06-17T04:13:31Z","http://wayback.archive-it.org/all/20190617041331/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,2,13,0.866666666666667,2019-06-17,"United Kingdom"
"1178","Yes","6/1","2019-06-17T04:13:31Z","https://web.archive.org/web/20190617041331/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,6,1,0.142857142857143,2019-06-17,"United Kingdom"
"1179","No","2/13","2019-06-17T04:13:31Z","https://web.archive.org/web/20190617041331/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,2,13,0.866666666666667,2019-06-17,"United Kingdom"
"1180","Yes","13/2","2019-06-17T18:47:08Z","http://wayback.archive-it.org/all/20190617184708/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,13,2,0.133333333333333,2019-06-17,"United Kingdom"
"1181","No","2/13","2019-06-17T18:47:08Z","http://wayback.archive-it.org/all/20190617184708/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,2,13,0.866666666666667,2019-06-17,"United Kingdom"
"1182","Yes","13/2","2019-06-17T18:47:08Z","https://web.archive.org/web/20190617184708/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,13,2,0.133333333333333,2019-06-17,"United Kingdom"
"1183","No","2/13","2019-06-17T18:47:08Z","https://web.archive.org/web/20190617184708/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,2,13,0.866666666666667,2019-06-17,"United Kingdom"
"1184","Yes","13/2","2019-06-18T18:50:46Z","http://wayback.archive-it.org/all/20190618185046/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,13,2,0.133333333333333,2019-06-18,"United Kingdom"
"1185","No","2/13","2019-06-18T18:50:46Z","http://wayback.archive-it.org/all/20190618185046/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,2,13,0.866666666666667,2019-06-18,"United Kingdom"
"1186","Yes","13/2","2019-06-18T18:50:46Z","https://web.archive.org/web/20190618185046/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,13,2,0.133333333333333,2019-06-18,"United Kingdom"
"1187","No","2/13","2019-06-18T18:50:46Z","https://web.archive.org/web/20190618185046/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,2,13,0.866666666666667,2019-06-18,"United Kingdom"
"1188","Yes","7/1","2019-06-20T00:18:23Z","http://wayback.archive-it.org/all/20190620001823/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,7,1,0.125,2019-06-20,"United Kingdom"
"1189","No","2/13","2019-06-20T00:18:23Z","http://wayback.archive-it.org/all/20190620001823/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,2,13,0.866666666666667,2019-06-20,"United Kingdom"
"1190","Yes","7/1","2019-06-20T00:18:23Z","https://web.archive.org/web/20190620001823/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,7,1,0.125,2019-06-20,"United Kingdom"
"1191","No","2/13","2019-06-20T00:18:23Z","https://web.archive.org/web/20190620001823/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,2,13,0.866666666666667,2019-06-20,"United Kingdom"
"1192","Yes","7/1","2019-06-21T01:47:38Z","http://wayback.archive-it.org/all/20190621014738/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,7,1,0.125,2019-06-21,"United Kingdom"
"1193","No","2/13","2019-06-21T01:47:38Z","http://wayback.archive-it.org/all/20190621014738/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,2,13,0.866666666666667,2019-06-21,"United Kingdom"
"1194","Yes","7/1","2019-06-21T01:47:38Z","https://web.archive.org/web/20190621014738/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,7,1,0.125,2019-06-21,"United Kingdom"
"1195","No","2/13","2019-06-21T01:47:38Z","https://web.archive.org/web/20190621014738/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,2,13,0.866666666666667,2019-06-21,"United Kingdom"
"1196","Yes","7/1","2019-06-21T18:47:26Z","http://wayback.archive-it.org/all/20190621184726/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,7,1,0.125,2019-06-21,"United Kingdom"
"1197","No","2/13","2019-06-21T18:47:26Z","http://wayback.archive-it.org/all/20190621184726/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,2,13,0.866666666666667,2019-06-21,"United Kingdom"
"1198","Yes","7/1","2019-06-21T18:47:26Z","https://web.archive.org/web/20190621184726/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,7,1,0.125,2019-06-21,"United Kingdom"
"1199","No","2/13","2019-06-21T18:47:26Z","https://web.archive.org/web/20190621184726/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,2,13,0.866666666666667,2019-06-21,"United Kingdom"
"1200","Yes","13/2","2019-06-23T02:09:31Z","http://wayback.archive-it.org/all/20190623020931/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,13,2,0.133333333333333,2019-06-23,"United Kingdom"
"1201","No","2/13","2019-06-23T02:09:31Z","http://wayback.archive-it.org/all/20190623020931/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,2,13,0.866666666666667,2019-06-23,"United Kingdom"
"1202","Yes","13/2","2019-06-23T02:09:31Z","https://web.archive.org/web/20190623020931/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,13,2,0.133333333333333,2019-06-23,"United Kingdom"
"1203","No","2/13","2019-06-23T02:09:31Z","https://web.archive.org/web/20190623020931/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,2,13,0.866666666666667,2019-06-23,"United Kingdom"
"1204","Yes","7/1","2019-06-23T18:49:59Z","http://wayback.archive-it.org/all/20190623184959/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,7,1,0.125,2019-06-23,"United Kingdom"
"1205","No","2/13","2019-06-23T18:49:59Z","http://wayback.archive-it.org/all/20190623184959/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,2,13,0.866666666666667,2019-06-23,"United Kingdom"
"1206","Yes","7/1","2019-06-23T18:49:59Z","https://web.archive.org/web/20190623184959/https://www.oddschecker.com/politics/brexit/2nd-eu-referendum","2nd-eu-referendum, brexit",NA,7,1,0.125,2019-06-23,"United Kingdom"
